"listing-link href","wt-width-full src","wt-text-caption","currency-value","wt-text-brick"
"https://www.etsy.com/listing/1869511859/heart-topiary-wreath-sash?click_key=6bf1d368b9d02b30afae412c6a3803f3e012d9cb%3A1869511859&click_sum=50a8a78a&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_11&sca=1&sts=1","https://i.etsystatic.com/51506735/r/il/9d9445/6620895622/il_340x270.6620895622_8blv.jpg","Heart Topiary Wreath Sash","40.00","Only 1 left"
"https://www.etsy.com/listing/1756554547/scarecrow-wreath-sash?click_key=52adffcf2061c173dd2dfe3957b9664f905a6bbb%3A1756554547&click_sum=366d1330&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_12&sts=1","https://i.etsystatic.com/51506735/r/il/f39ba3/6101107408/il_340x270.6101107408_exmb.jpg","Scarecrow Wreath Sash","35.00",""
"https://www.etsy.com/listing/1774837390/chic-pumpkin-fall-wreath-sash?click_key=abe3048ca136fd971722af63ed3f66559d5a5e14%3A1774837390&click_sum=ecfc1f3e&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_13&sts=1","https://i.etsystatic.com/51506735/r/il/c6e3f7/7203652588/il_340x270.7203652588_fpj0.jpg","Chic Pumpkin Fall Wreath Sash","32.00",""
"https://www.etsy.com/listing/1747265606/geaux-tiger-linen-cocktail-napkins?click_key=c1bdf3db1e45448f3e4c2251297b656704e4e348%3A1747265606&click_sum=3b2b5fbc&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_14&sts=1","https://i.etsystatic.com/51506735/r/il/c63de2/6123091992/il_340x270.6123091992_oc64.jpg","Geaux Tiger Linen Cocktail Napkins","32.00",""
"https://www.etsy.com/listing/4364058980/hedwig-wreath-sash?click_key=2f774aa74de9cbb85cb866330f04c6f0aba7aa4a%3A4364058980&click_sum=793ae1da&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_15&sts=1","https://i.etsystatic.com/51506735/r/il/f81519/7219824755/il_340x270.7219824755_j8pv.jpg","Hedwig Wreath Sash","40.00",""
"https://www.etsy.com/listing/4363337366/dapper-dans-little-boy-t-shirt?click_key=f881622003cb28ad0289fd5188bc4490028f22c1%3A4363337366&click_sum=17d3e86b&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_16&sts=1","https://i.etsystatic.com/51506735/r/il/eda975/7216498319/il_340x270.7216498319_gzkb.jpg","Dapper Dans Little Boy T Shirt","22.00",""
"https://www.etsy.com/listing/1787007609/thanksgiving-personalized-place-setting?click_key=bbc51d68726bdd7b0b6402e5f010dc331d287e10%3A1787007609&click_sum=6f94c300&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_17&sts=1","https://i.etsystatic.com/51506735/r/il/6ef46c/6286049225/il_340x270.6286049225_8nhh.jpg","Thanksgiving Personalized Place Setting Dinner Napkins","8.00",""
"https://www.etsy.com/listing/4351735774/harry-potter-boys-t-shirt?click_key=99ae964ed2622af119eff577286bd0782e1e8202%3A4351735774&click_sum=2b861b58&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_18&sts=1","https://i.etsystatic.com/51506735/r/il/dfdae1/7107063832/il_340x270.7107063832_htob.jpg","Harry Potter Boys T shirt","25.00",""
"https://www.etsy.com/listing/4362731004/fall-theme-hand-towels?click_key=e80026a2106a4a7bd35fa00e6d60eba0312be2c0%3A4362731004&click_sum=13ef9ca4&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_19&sts=1","https://i.etsystatic.com/51506735/r/il/3c6504/7213321785/il_340x270.7213321785_99gi.jpg","Fall Theme Hand Towels","18.00",""
"https://www.etsy.com/listing/4325611916/barbershop-quartet-baseball-cap?click_key=c3dc8de838ba3660e0a25e3350dcc9f2a11a7dca%3A4325611916&click_sum=58bf7462&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_20&sts=1","https://i.etsystatic.com/51506735/r/il/ed0fbe/7015119709/il_340x270.7015119709_6ic5.jpg","Barbershop Quartet Baseball Cap","22.00",""
"https://www.etsy.com/listing/1851295813/mardi-gras-king-cake-kitchen-towel?click_key=17b4ee0734593c2e2b782e901d492a0ec30bd3f7%3A1851295813&click_sum=3203464d&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_21&sts=1","https://i.etsystatic.com/51506735/r/il/cef917/6533769422/il_340x270.6533769422_5l8k.jpg","Mardi Gras King Cake Kitchen Towel","18.00",""
"https://www.etsy.com/listing/1730733713/personalized-blue-ticking-wreath-sash?click_key=f0b185b39abb1d7afad26635d965d3584a8fb05f%3A1730733713&click_sum=c5c9394c&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_22&sca=1&sts=1","https://i.etsystatic.com/51506735/r/il/3ef101/5987551316/il_340x270.5987551316_i93b.jpg","Personalized Blue Ticking Wreath Sash","32.00","Only 1 left"
"https://www.etsy.com/listing/4435076640/mardi-gras-bead-tree-wreath-sash?click_key=a3a2bb09399dafcc2c0326aa36a2515febb0f6bb%3A4435076640&click_sum=dfd466bb&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_23&sts=1","https://i.etsystatic.com/51506735/r/il/818517/7564336860/il_340x270.7564336860_omnp.jpg","Mardi Gras Bead Tree Wreath Sash","38.00",""
"https://www.etsy.com/listing/4435072488/green-gingham-bead-dog-wreath-bow?click_key=b5849de47024f0159a149b04875ccf7566fb2491%3A4435072488&click_sum=e0e3f4d3&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_24&sts=1","https://i.etsystatic.com/51506735/r/il/024f49/7564311192/il_340x270.7564311192_h6cq.jpg","Green Gingham Bead Dog Wreath Bow","50.00",""
"https://www.etsy.com/listing/4435064027/mardi-gras-mask-wreath-sash?click_key=9c2b0008cbbfda6a33a0ff8e5d33c2b3996807fb%3A4435064027&click_sum=3d4b94e8&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_25&sts=1","https://i.etsystatic.com/51506735/r/il/8c9182/7612235677/il_340x270.7612235677_cn3c.jpg","Mardi Gras Mask Wreath Sash","40.00",""
"https://www.etsy.com/listing/4353616753/callin-baton-rouge-hat?click_key=ea3064b2f44108aab8eb216879b320ee204d6b5d%3A4353616753&click_sum=11abad09&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_26&sts=1","https://i.etsystatic.com/51506735/r/il/e501fd/7164374525/il_340x270.7164374525_gukb.jpg","Callin Baton Rouge Hat","25.00",""
"https://www.etsy.com/listing/1712144470/golden-doodle-wreath-sash?click_key=ab82e88578a4c6252772ebd143b65aeb147df92f%3A1712144470&click_sum=c9ea7c99&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_27&sca=1&sts=1","https://i.etsystatic.com/51506735/r/il/eb0c47/5968851208/il_340x270.5968851208_mm54.jpg","Golden Doodle Wreath Sash","35.00","Only 1 left"
"https://www.etsy.com/listing/1709392161/hydrangea-wreath-sash?click_key=6158a0892324330046d7b33d76b155c33d307582%3A1709392161&click_sum=2e0124bb&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_28&sts=1","https://i.etsystatic.com/51506735/r/il/e03269/7046877423/il_340x270.7046877423_c9mk.jpg","Hydrangea Wreath Sash","32.00",""
"https://www.etsy.com/listing/1770152573/house-divided-college-wreath-sash?click_key=099f004a93dc1d5dd0e6f40e0baf780618eb5e39%3A1770152573&click_sum=38c9be36&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_29&sca=1&sts=1","https://i.etsystatic.com/51506735/r/il/325366/6207403589/il_340x270.6207403589_ne4p.jpg","House Divided College Wreath Sash","58.00","Only 1 left"
"https://www.etsy.com/listing/1700926274/tiny-lemon-linen-cocktail-napkins?click_key=1c1f39d436c154a7e724a67df050e51669c4673d%3A1700926274&click_sum=33e1f78f&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_30&sts=1","https://i.etsystatic.com/51506735/r/il/9e3cad/5919976744/il_340x270.5919976744_o302.jpg","Tiny Lemon Linen Cocktail Napkins","44.00",""
"https://www.etsy.com/listing/1711039016/welcome-daisies-wreath-bow?click_key=2c916f85d5ad63135f07fca45ee5afd9b6f450ee%3A1711039016&click_sum=a8c8efc3&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_31&sts=1","https://i.etsystatic.com/51506735/r/il/fe4577/6012278157/il_340x270.6012278157_87m7.jpg","Welcome Daisies Wreath Bow","40.00",""
"https://www.etsy.com/listing/1762489374/sanderson-sisters-halloween-cocktail?click_key=6fd3773fa1f8e7b7f891de4b77caa22e3772206c%3A1762489374&click_sum=a4ec554d&sr_prefetch=1&pf_from=shop_home&ref=shop_home_active_32&sts=1","https://i.etsystatic.com/51506735/r/il/5f9453/6189725628/il_340x270.6189725628_qeak.jpg","Sanderson Sisters Halloween Cocktail napkins","25.00",""
